Departure_Tm_Mnts,O_MSP,O_ATL,O_LAX,D_Sunday,D_Tuesday,D_Wednesady,D_Thursday,D_Friday,D_Saturday,O_Visibility,D_Visibility,Schd_Blk_Tm_Mnt_Ct,Domestic,International,D_June,D_July
0,0,0,1,0,0,0,1,0,0,10,10,77,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,106,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,76,1,0,1,0
0,1,0,0,0,0,0,0,0,1,10,10,168,1,0,0,1
0,1,0,0,1,0,0,0,0,0,10,10,159,1,0,0,1
0,1,0,0,0,1,0,0,0,0,10,10,64,1,0,1,0
0,1,0,0,0,0,0,0,0,1,10,10,220,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,2,94,1,0,1,0
1,0,0,1,0,1,0,0,0,0,10,10,91,1,0,1,0
0,1,0,0,0,0,0,0,1,0,10,10,116,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,74,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,111,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,152,1,0,1,0
0,0,0,1,0,0,0,1,0,0,10,10,342,1,0,1,0
0,0,0,1,1,0,0,0,0,0,10,10,85,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,59,1,0,0,1
0,1,0,0,1,0,0,0,0,0,10,10,168,1,0,0,1
9,0,1,0,0,1,0,0,0,0,10,10,81,1,0,1,0
4,0,1,0,0,1,0,0,0,0,10,6,56,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,69,1,0,1,0
1,0,1,0,1,0,0,0,0,0,10,10,266,1,0,0,1
1,0,1,0,0,0,0,0,0,1,10,10,75,1,0,0,1
-1,1,0,0,1,0,0,0,0,0,10,10,51,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,66,1,0,0,1
0,0,0,1,0,0,1,0,0,0,10,10,86,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,162,1,0,1,0
2,0,1,0,0,0,0,0,0,1,10,10,132,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,74,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,303,1,0,0,1
5,1,0,0,0,1,0,0,0,0,10,10,66,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,150,1,0,1,0
1,0,1,0,0,1,0,0,0,0,10,10,79,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,6,61,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,113,1,0,0,1
0,1,0,0,0,0,0,1,0,0,10,10,57,1,0,1,0
3,0,1,0,0,0,0,0,1,0,10,10,56,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,117,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,281,1,0,0,1
0,1,0,0,0,0,0,0,0,1,10,10,174,1,0,0,1
0,0,0,1,0,0,0,0,1,0,10,10,264,1,0,0,1
1,0,1,0,0,0,0,0,1,0,10,10,78,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,85,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,96,1,0,1,0
1,0,1,0,0,1,0,0,0,0,10,10,81,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,94,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,107,1,0,0,1
1,0,1,0,0,0,0,0,0,1,10,10,149,1,0,0,1
1,0,1,0,0,0,0,0,1,0,10,10,49,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,75,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,112,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,109,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,96,1,0,0,1
1,1,0,0,0,0,0,1,0,0,10,10,117,1,0,1,0
0,1,0,0,0,0,0,0,0,1,10,10,46,1,0,0,1
0,1,0,0,0,0,0,1,0,0,10,10,118,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,90,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,94,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,152,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,116,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,64,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,115,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,295,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,140,1,0,1,0
1,0,1,0,0,0,0,0,0,1,10,10,113,1,0,0,1
1,0,1,0,1,0,0,0,0,0,10,10,71,1,0,0,1
2,0,1,0,1,0,0,0,0,0,10,10,112,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,89,1,0,1,0
0,1,0,0,1,0,0,0,0,0,10,10,69,1,0,0,1
0,1,0,0,1,0,0,0,0,0,10,10,98,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,93,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,130,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,76,1,0,1,0
0,0,0,1,1,0,0,0,0,0,10,10,124,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,62,1,0,0,1
1,0,1,0,1,0,0,0,0,0,10,10,84,1,0,0,1
0,0,0,1,0,0,0,1,0,0,10,10,116,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,74,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,84,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,100,1,0,0,1
0,1,0,0,0,0,0,0,1,0,10,10,92,1,0,0,1
0,0,0,1,1,0,0,0,0,0,10,10,75,1,0,0,1
0,1,0,0,0,1,0,0,0,0,10,10,203,1,0,1,0
1,0,1,0,0,0,0,0,1,0,10,10,70,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,111,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,110,1,0,1,0
1,0,1,0,1,0,0,0,0,0,10,10,99,1,0,0,1
0,1,0,0,0,0,0,1,0,0,10,10,64,1,0,1,0
-1,1,0,0,0,0,0,0,1,0,10,10,201,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,130,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,271,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,67,1,0,0,1
-1,0,1,0,1,0,0,0,0,0,10,10,124,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,65,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,132,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,197,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,146,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,115,1,0,1,0
1,0,1,0,0,0,1,0,0,0,9,10,64,1,0,1,0
-1,0,1,0,0,1,0,0,0,0,10,10,74,1,0,1,0
1,0,1,0,0,0,0,0,1,0,10,7,70,1,0,0,1
0,1,0,0,0,1,0,0,0,0,10,10,116,1,0,1,0
0,0,0,1,0,0,0,0,1,0,10,10,75,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,269,1,0,0,1
1,0,1,0,0,0,0,1,0,0,7,10,81,1,0,1,0
1,0,1,0,0,0,0,0,0,1,10,10,92,1,0,0,1
0,1,0,0,0,0,0,0,1,0,10,10,63,1,0,0,1
2,0,1,0,0,0,0,0,0,1,10,10,158,1,0,0,1
-1,0,0,1,0,0,0,0,0,1,10,10,194,1,0,0,1
0,0,0,1,1,0,0,0,0,0,10,10,77,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,7,208,0,1,1,0
8,1,0,0,0,0,0,0,0,1,10,10,94,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,106,1,0,1,0
1,0,1,0,0,1,0,0,0,0,10,10,63,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,72,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,132,1,0,0,1
7,0,1,0,0,1,0,0,0,0,10,10,127,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,117,1,0,0,1
0,1,0,0,0,0,0,1,0,0,10,10,85,1,0,1,0
0,1,0,0,0,0,0,0,0,1,10,10,154,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,71,1,0,0,1
2,0,1,0,0,0,1,0,0,0,9,10,140,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,82,1,0,1,0
0,0,0,1,1,0,0,0,0,0,10,10,191,1,0,0,1
0,1,0,0,0,0,0,0,1,0,10,10,229,1,0,0,1
0,1,0,0,0,0,0,1,0,0,10,10,109,1,0,1,0
0,1,0,0,1,0,0,0,0,0,10,10,222,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,113,1,0,1,0
0,1,0,0,0,0,1,0,0,0,10,10,148,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,84,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,128,1,0,1,0
1,0,1,0,0,0,0,0,0,1,10,10,126,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,71,1,0,1,0
0,1,0,0,0,0,0,0,1,0,10,10,85,1,0,0,1
0,0,0,1,1,0,0,0,0,0,10,10,51,1,0,0,1
3,0,1,0,0,0,1,0,0,0,9,10,69,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,111,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,245,1,0,1,0
3,1,0,0,0,0,0,0,0,1,10,10,75,1,0,0,1
1,1,0,0,0,0,1,0,0,0,10,10,98,1,0,1,0
0,0,0,1,0,0,0,0,0,1,10,10,89,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,105,1,0,1,0
2,1,0,0,1,0,0,0,0,0,10,10,230,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,107,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,53,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,81,1,0,1,0
1,0,1,0,0,0,0,0,1,0,10,10,103,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,80,1,0,1,0
0,1,0,0,0,0,1,0,0,0,10,10,79,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,56,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,94,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,109,1,0,1,0
1,1,0,0,0,0,1,0,0,0,10,10,117,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,137,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,53,1,0,0,1
1,0,1,0,0,0,0,1,0,0,7,10,74,1,0,1,0
0,1,0,0,0,0,1,0,0,0,10,10,217,1,0,1,0
3,0,1,0,0,1,0,0,0,0,10,10,155,1,0,1,0
7,0,1,0,0,0,0,1,0,0,7,10,280,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,86,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,142,1,0,1,0
0,1,0,0,0,0,1,0,0,0,10,10,109,1,0,1,0
-1,0,0,1,0,0,0,0,1,0,10,10,93,1,0,0,1
0,0,0,1,0,0,0,1,0,0,10,10,214,1,0,1,0
2,0,1,0,0,1,0,0,0,0,10,10,142,1,0,1,0
0,1,0,0,0,0,1,0,0,0,10,10,72,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,61,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,108,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,118,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,159,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,106,1,0,0,1
1,0,1,0,0,0,0,0,1,0,10,10,102,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,129,1,0,1,0
0,0,0,1,0,0,0,0,1,0,10,10,210,1,0,0,1
-1,0,1,0,0,0,1,0,0,0,9,6,316,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,67,1,0,0,1
2,0,1,0,0,0,1,0,0,0,9,10,60,1,0,1,0
0,0,0,1,0,0,0,0,0,1,10,10,92,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,106,1,0,1,0
1,0,0,1,0,0,0,1,0,0,10,7,264,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,79,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,145,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,143,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,88,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,111,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,69,1,0,0,1
1,0,1,0,0,1,0,0,0,0,10,10,139,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,64,1,0,1,0
0,1,0,0,1,0,0,0,0,0,10,10,73,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,150,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,83,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,84,1,0,0,1
3,1,0,0,0,0,0,0,1,0,10,10,111,1,0,0,1
-1,1,0,0,0,1,0,0,0,0,10,10,234,1,0,1,0
2,1,0,0,0,1,0,0,0,0,10,10,116,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,94,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,305,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,257,1,0,0,1
1,1,0,0,0,0,0,0,0,1,10,10,231,1,0,0,1
1,0,1,0,0,0,1,0,0,0,9,10,111,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,234,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,91,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,83,1,0,0,1
0,1,0,0,0,0,0,0,0,1,10,10,91,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,132,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,160,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,90,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,74,1,0,1,0
0,1,0,0,1,0,0,0,0,0,10,10,173,1,0,0,1
0,0,0,1,0,0,0,0,1,0,10,10,113,1,0,0,1
1,1,0,0,0,0,0,0,1,0,10,10,125,1,0,0,1
3,0,1,0,1,0,0,0,0,0,10,10,67,1,0,0,1
1,0,1,0,0,0,0,0,0,1,10,10,87,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,83,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,83,1,0,0,1
0,1,0,0,1,0,0,0,0,0,10,10,45,1,0,0,1
3,0,1,0,0,1,0,0,0,0,10,10,70,1,0,1,0
-1,1,0,0,0,0,0,0,0,1,10,10,71,1,0,0,1
2,0,1,0,0,0,0,0,1,0,10,10,58,1,0,0,1
0,0,0,1,0,0,1,0,0,0,10,10,244,1,0,1,0
1,0,1,0,0,0,0,1,0,0,7,8,77,1,0,1,0
8,1,0,0,0,0,0,1,0,0,10,10,127,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,54,1,0,1,0
0,0,0,1,0,0,0,0,1,0,10,10,194,1,0,0,1
12,0,1,0,1,0,0,0,0,0,10,10,85,1,0,0,1
0,0,0,1,0,0,0,0,1,0,10,10,183,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,58,1,0,1,0
3,0,1,0,0,0,0,0,1,0,10,10,157,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,9,85,1,0,0,1
1,0,1,0,0,0,0,1,0,0,7,10,57,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,85,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,122,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,87,1,0,0,1
2,0,1,0,0,1,0,0,0,0,10,10,134,1,0,1,0
0,0,0,1,0,0,0,0,0,1,10,10,77,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,108,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,107,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,310,1,0,0,1
3,0,1,0,0,0,1,0,0,0,9,10,244,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,106,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,183,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,82,1,0,1,0
-1,1,0,0,0,0,1,0,0,0,10,10,168,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,160,1,0,1,0
42,1,0,0,0,0,1,0,0,0,10,10,50,1,0,1,0
0,1,0,0,0,0,0,0,1,0,10,10,220,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,87,1,0,0,1
0,0,0,1,0,0,0,0,0,1,10,10,87,1,0,0,1
0,1,0,0,0,0,0,1,0,0,10,10,192,1,0,1,0
0,1,0,0,0,0,0,0,0,1,10,10,116,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,125,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,74,1,0,1,0
1,0,1,0,0,0,0,0,0,1,10,10,74,1,0,0,1
-1,0,1,0,1,0,0,0,0,0,10,10,139,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,152,1,0,1,0
0,0,0,1,0,0,1,0,0,0,10,10,339,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,6,70,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,66,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,59,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,74,1,0,1,0
0,1,0,0,1,0,0,0,0,0,10,10,168,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,80,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,271,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,75,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,239,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,68,1,0,0,1
0,0,0,1,0,0,0,0,1,0,10,10,86,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,61,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,132,1,0,1,0
0,1,0,0,1,0,0,0,0,0,10,10,79,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,303,1,0,1,0
5,1,0,0,0,1,0,0,0,0,10,10,66,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,160,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,79,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,7,80,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,140,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,89,1,0,1,0
0,1,0,0,0,0,0,0,1,0,10,10,251,1,0,0,1
3,0,1,0,0,0,0,0,1,0,10,10,56,1,0,0,1
0,1,0,0,0,1,0,0,0,0,10,10,174,1,0,1,0
1,0,0,1,0,0,0,0,1,0,10,10,330,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,58,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,53,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,140,1,0,1,0
-1,0,1,0,0,0,0,0,1,0,10,10,95,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,282,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,144,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,97,1,0,0,1
1,1,0,0,0,0,0,1,0,0,10,10,117,1,0,1,0
1,0,1,0,0,0,0,0,1,0,10,10,67,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,91,1,0,1,0
0,1,0,0,1,0,0,0,0,0,10,10,116,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,94,1,0,1,0
4,0,1,0,0,0,1,0,0,0,9,10,92,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,139,1,0,0,1
0,0,0,1,0,0,0,1,0,0,10,10,179,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,115,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,288,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,279,1,0,1,0
0,1,0,0,1,0,0,0,0,0,10,10,69,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,97,1,0,1,0
0,1,0,0,1,0,0,0,0,0,10,10,98,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,122,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,111,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,130,1,0,1,0
0,0,0,1,0,0,0,0,0,1,10,10,74,1,0,0,1
0,1,0,0,0,0,0,0,1,0,10,10,197,1,0,0,1
0,0,0,1,1,0,0,0,0,0,10,10,124,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,80,1,0,0,1
0,0,0,1,0,0,0,1,0,0,10,10,116,1,0,1,0
-1,0,1,0,0,0,0,0,0,1,10,10,112,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,87,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,52,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,98,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,92,1,0,1,0
0,0,0,1,1,0,0,0,0,0,10,10,75,1,0,0,1
0,1,0,0,0,0,0,1,0,0,10,10,227,1,0,1,0
0,1,0,0,0,0,0,0,1,0,10,10,203,1,0,0,1
7,0,1,0,0,0,0,0,0,1,10,3,106,1,0,0,1
0,1,0,0,0,0,0,1,0,0,10,10,119,1,0,1,0
3,0,1,0,0,0,1,0,0,0,9,10,108,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,64,1,0,1,0
0,1,0,0,0,0,0,0,0,1,10,10,201,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,131,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,271,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,91,1,0,1,0
0,0,1,0,0,0,0,0,1,0,10,10,57,1,0,0,1
7,0,1,0,0,1,0,0,0,0,10,10,85,1,0,1,0
2,0,1,0,0,0,1,0,0,0,9,10,102,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,67,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,46,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,111,1,0,0,1
0,1,0,0,0,0,0,0,0,1,10,10,156,1,0,0,1
3,0,1,0,0,0,1,0,0,0,9,10,116,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,124,1,0,0,1
0,1,0,0,0,1,0,0,0,0,10,10,116,1,0,1,0
0,0,0,1,0,1,0,0,0,0,10,10,76,1,0,1,0
0,1,0,0,0,0,0,0,1,0,10,10,63,1,0,0,1
0,0,0,1,1,0,0,0,0,0,10,10,77,1,0,0,1
0,1,0,0,0,0,0,0,0,1,10,10,198,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,106,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,72,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,233,1,0,0,1
0,0,1,0,1,0,0,0,0,0,10,10,126,1,0,0,1
0,0,0,1,0,1,0,0,0,0,10,10,258,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,85,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,132,1,0,0,1
0,1,0,0,1,0,0,0,0,0,10,10,105,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,140,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,77,1,0,0,1
3,0,1,0,0,1,0,0,0,0,10,10,116,1,0,1,0
0,0,0,1,0,0,0,0,1,0,10,10,80,1,0,0,1
0,0,0,1,0,0,1,0,0,0,10,10,192,1,0,1,0
0,1,0,0,0,0,0,0,1,0,10,10,146,1,0,0,1
1,0,1,0,0,0,1,0,0,0,9,10,113,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,148,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,128,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,68,1,0,1,0
2,0,1,0,0,0,0,0,1,0,10,10,55,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,71,1,0,1,0
0,1,0,0,0,0,0,0,1,0,10,10,198,1,0,0,1
0,0,1,0,0,0,0,1,0,0,7,10,159,0,1,1,0
3,0,1,0,0,0,1,0,0,0,9,10,69,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,105,1,0,0,1
1,0,1,0,0,1,0,0,0,0,10,10,115,1,0,1,0
3,1,0,0,0,0,0,0,0,1,10,10,75,1,0,0,1
1,0,1,0,0,1,0,0,0,0,10,10,112,1,0,1,0
0,0,0,1,0,0,0,0,1,0,10,10,89,1,0,0,1
0,1,0,0,0,1,0,0,0,0,10,10,230,1,0,1,0
1,0,1,0,1,0,0,0,0,0,10,10,104,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,184,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,48,1,0,0,1
0,0,1,0,0,0,0,0,0,1,10,10,152,1,0,0,1
1,0,1,0,0,0,0,0,1,0,10,10,103,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,79,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,94,1,0,1,0
0,0,1,0,0,0,1,0,0,0,9,10,109,1,0,1,0
1,1,0,0,0,0,1,0,0,0,10,10,117,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,52,1,0,0,1
0,0,1,0,0,0,1,0,0,0,9,10,74,1,0,1,0
0,1,0,0,0,1,0,0,0,0,10,10,218,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,152,1,0,0,1
0,1,0,0,0,0,0,0,1,0,10,10,68,1,0,0,1
0,1,0,0,0,0,0,0,0,1,10,10,66,1,0,0,1
0,1,0,0,0,0,0,0,1,0,10,9,86,1,0,0,1
2,1,0,0,0,0,0,0,0,1,10,3,112,1,0,0,1
0,0,1,0,0,0,0,0,1,0,10,10,121,1,0,0,1
0,1,0,0,1,0,0,0,0,0,10,10,109,1,0,0,1
-1,0,0,1,0,0,0,0,1,0,10,10,93,1,0,0,1
2,0,0,1,1,0,0,0,0,0,10,10,217,1,0,0,1
0,1,0,0,0,0,1,0,0,0,10,10,72,1,0,1,0
0,1,0,0,0,0,0,1,0,0,10,10,61,1,0,1,0
-1,0,1,0,0,0,0,0,1,0,10,10,57,1,0,0,1
1,0,1,0,0,0,1,0,0,0,9,10,198,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,58,1,0,1,0
1,0,1,0,0,1,0,0,0,0,10,10,118,1,0,1,0
0,0,1,0,0,0,0,0,0,1,10,10,154,1,0,0,1
1,1,0,0,0,1,0,0,0,0,10,10,86,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,301,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,60,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,10,135,1,0,1,0
0,0,1,0,0,1,0,0,0,0,10,10,66,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,8,80,1,0,1,0
0,0,1,0,0,0,0,1,0,0,7,4,60,1,0,1,0
0,0,0,1,0,0,1,0,0,0,10,10,83,1,0,1,0
0,0,1,0,1,0,0,0,0,0,10,10,264,1,0,0,1
0,0,1,0,0,1,0,0,0,0,10,10,108,1,0,1,0
0,0,0,1,0,0,0,1,0,0,10,7,271,1,0,1,0
